Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,,,,,,,
"Pynadath M.A., Pavithra K.J., Lobo S.E., Murthy S.S., Bharathi R.",58399747900;58319822700;58402502300;58401805000;57190342965;,Anomaly Detection and Multi-Output Classification of IoT Attacks,2023,"6th International Conference on Inventive Computation Technologies, ICICT 2023 - Proceedings",,,,1750,1757,,,10.1109/ICICT57646.2023.10134468,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163455524&doi=10.1109%2fICICT57646.2023.10134468&partnerID=40&md5=cf48bf85593b24b8587f1f4b247b38c9,"PES University, Bengaluru, India","Pynadath, M.A., PES University, Bengaluru, India; Pavithra, K.J., PES University, Bengaluru, India; Lobo, S.E., PES University, Bengaluru, India; Murthy, S.S., PES University, Bengaluru, India; Bharathi, R., PES University, Bengaluru, India","Botnet attacks are responsible for the largest Distributed Denial-of-Service (DDoS) attacks on record. The detection of botnet attacks in Internet of Things (IoT) devices has become crucial now more than ever due to the frequentemergence of newer botnets and botnet attacks. Techniques used in the recent past have been unable to detectemerging botnets and have focused primarily on botnet families that are already present. The paper overcomes this challenge by detecting emerging and newer botnets using an anomaly detection model as well as generating a new dataset that incorporates unknown IoT attack traffic. Furthermore, techniques used recently have incorporated multiple models to detect IoT botnet attacks. The paper proposes an approach whereby a consolidated model is used to perform the detection of binary, botnet and attack types simultaneously, making it a more efficient approach which is implemented in two phases. A dataset has been generated by simulating an unknown IoT attack (an attack similar to typical IoT botnet attacks) in a virtualized environment. The first phase involves anomaly detection of unknown IoT attacks using an Autoencoder. The second phase consists of multi-output classification of the remaining detected known data using a Multi-Output Deep Neural Network (DNN) into botnet and attack types. Hence, the proposed approach overcomes the problem of detecting unknown or newer botnet attacks. Moreover, the approach performs multi-output classification with 99.99%, 99.98%, and 88.89% accuracies for binary type, botnet type, and attack type respectively. © 2023 IEEE.",Anomaly Detection; Autoencoder; Botnet; Dataset Generation; Internet of Things; Multi-Output Classification; Multi-Output Deep Neural Network,Anomaly detection; Botnet; Deep neural networks; Denial-of-service attack; Internet of things; Learning systems; Network security; Virtual reality; Anomaly detection; Auto encoders; Botnets; Dataset generation; Denialof- service attacks; Distributed denial of service; Multi-output; Multi-output classification; Multi-output deep neural network; Classification (of information),,,,,,,,,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Inven. Comput. Technol., ICICT - Proc.",Conference Paper,Final,,Scopus,2-s2.0-85163455524
"Guhan K., Rohan M., Praveen V.O., Seshank I., Mamatha H.R.",58401118000;58401796000;58401118100;58402493600;54906688100;,Multi-Object Segmentation on Public Roads,2023,"6th International Conference on Inventive Computation Technologies, ICICT 2023 - Proceedings",,,,1390,1395,,,10.1109/ICICT57646.2023.10134016,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163451561&doi=10.1109%2fICICT57646.2023.10134016&partnerID=40&md5=bedee5334506a678743e792aeb46c86e,"Department of CSE, PES Univeristy, Banglore, India","Guhan, K., Department of CSE, PES Univeristy, Banglore, India; Rohan, M., Department of CSE, PES Univeristy, Banglore, India; Praveen, V.O., Department of CSE, PES Univeristy, Banglore, India; Seshank, I., Department of CSE, PES Univeristy, Banglore, India; Mamatha, H.R., Department of CSE, PES Univeristy, Banglore, India","This study explores the challenges of multiple object segmentation on Indian roads, which presents unique challenges, such as unstructured roads, opposite lane driving, and animals on the road. Despite the extensive research done on object detection and segmentation, only a few studies have explored the effectiveness of popular models such as mask R-CNN, yolo, Vit for Indian dataset. The unstructured nature of Indian roads along with high occlusion and varying lighting, different shape and colors of the vehicle presents a unique challenge to the task of object segmentation on Indian roads. This study explores the uses of two object segmentation models, Mask Scoring R-CNN [7] and Cascade Mask R-CNN [8] for multi object segmentation on Indian roads using the Indian Driving Dataset (IDD). The paper compares the results of these models to benchmark models and addresses the significant differences between the IDD and other datasets by proposing an adaptation of these models to accommodate to the Indian traffic context thus addressing the significant domain gap between the IDD and other datasets. © 2023 IEEE.",Cascade Mask R-CNN; IDD; Instance segmentation; Mask Scoring R-CNN; object detection,Image segmentation; Intelligent systems; Intelligent vehicle highway systems; Object recognition; Cascade mask R-CNN; Indian driving dataset; Instance segmentation; Mask scoring R-CNN; Multi-object segmentation; Multiple objects segmentation; Objects detection; Objects segmentation; Public roads; Varying lighting; Object detection,,,,,,,,,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Inven. Comput. Technol., ICICT - Proc.",Conference Paper,Final,,Scopus,2-s2.0-85163451561
"Chate G.R., Kulkarni R.M., Nikhil N.R., Chate V.R., Patel G.C. M., Sollapur S., Shettar M.",57200288425;7201509741;58399767400;57201276102;57226312880;57197715527;56938862400;,Ceramic material coatings: emerging future applications,2023,Advanced Ceramic Coatings for Emerging Applications,,,,3,17,,2,10.1016/B978-0-323-99624-2.00007-3,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163442030&doi=10.1016%2fB978-0-323-99624-2.00007-3&partnerID=40&md5=9691a83d33b263d13a57ab9c99d65537,"Mechanical Engineering Department, KLS Gogte Institute of Technology, Visvesvaraya Technological University, Karnataka, Belagavi, India; Centre for Nanoscience and Nanotechnology, KLS Gogte Institute of Technology, Karnataka, Belagavi, India; Chemistry Department, KLS Gogte Institute of Technology, Karnataka, Belagavi, India; School of Mechanical Engineering, Reva University, Karnataka, Bangalore, India; Civil Engineering Department, KLS Gogte Institute of Technology, Visvesvaraya Technological University, Karnataka, Belagavi, India; Department of Mechanical Engineering, PES Institute of Technology and Management, Visvesvaraya Technological University, Karnataka, Shivamogga, Belagavi, India; Department of Mechanical Engineering, Faculty of Engineering & Technology, Jain (Deemed to be university), Karnataka, Bangalore, India; Department of Mechanical and Industrial Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Karnataka, Manipal, India","Chate, G.R., Mechanical Engineering Department, KLS Gogte Institute of Technology, Visvesvaraya Technological University, Karnataka, Belagavi, India, Centre for Nanoscience and Nanotechnology, KLS Gogte Institute of Technology, Karnataka, Belagavi, India; Kulkarni, R.M., Centre for Nanoscience and Nanotechnology, KLS Gogte Institute of Technology, Karnataka, Belagavi, India, Chemistry Department, KLS Gogte Institute of Technology, Karnataka, Belagavi, India; Nikhil, N.R., School of Mechanical Engineering, Reva University, Karnataka, Bangalore, India; Chate, V.R., Centre for Nanoscience and Nanotechnology, KLS Gogte Institute of Technology, Karnataka, Belagavi, India, Civil Engineering Department, KLS Gogte Institute of Technology, Visvesvaraya Technological University, Karnataka, Belagavi, India; Patel G.C., M., Department of Mechanical Engineering, PES Institute of Technology and Management, Visvesvaraya Technological University, Karnataka, Shivamogga, Belagavi, India; Sollapur, S., Department of Mechanical Engineering, Faculty of Engineering & Technology, Jain (Deemed to be university), Karnataka, Bangalore, India; Shettar, M., Department of Mechanical and Industrial Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Karnataka, Manipal, India","The history of ceramics dates back to 9000BCE. The earlier use of ceramics was restricted to pottery, structural, and kitchenware applications. Due to the advancement in the technology related to space, power, biomedical, automobile, and machining applications, newer materials were invented. However, the newly developed materials (alloy, composites, polymers, etc.) do not possess all the required properties. Coating technology was invented to get special properties such as thermal stability, chemical resistance, and tribological properties. Ceramic coatings are generally applied to improve the properties of such materials. The properties differ for the ceramic materials and also coating technology. In this chapter, the applications of ceramic coatings are discussed. The chapter comprises ceramic coating applications in machining, aerospace applications, biomedical applications, and energy sector, especially structures in the energy sector and semiconductor technology. © 2023 Elsevier Ltd. All rights reserved.",aerospace applications; biomedical applications; Ceramic coatings; energy; machining; semiconductors,,,,,,,,,,,,,,,,,,,,,,Elsevier,,9780323996242; 9780323996259,,,English,Advanced Ceramic Coatings for Emerg. Applications,Book Chapter,Final,,Scopus,2-s2.0-85163442030
"Kishore R., Gurugopinath S., Bariah L., Muhaidat S., Sofotasios P.C., Bouanani F.E., Yanikomeroglu H.",56517741000;55005957900;56698263400;57210769204;36651659600;55217720500;6603917247;,Interplay of NOMA and GSSK: Detection Strategies and Performance Analysis,2023,IEEE Open Journal of Vehicular Technology,4,,,681,692,,,10.1109/OJVT.2023.3290072,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163432975&doi=10.1109%2fOJVT.2023.3290072&partnerID=40&md5=d2cfadf2372260f2c6d8f5502683f070,"The National Institute of Engineering, Department of Electronics and Communication, Mysore, 570008, India; Pes University, Department of Electronics and Communication Engineering, Bengaluru, 560085, India; The Technology Innovation Institute, Abu Dhabi, 9639, United Arab Emirates; Khalifa University, Center for Cyber-Physical Systems, The Department of Electrical and Computer Engineering, Abu Dhabi, 127788, United Arab Emirates; Carleton University, The Department of Systems and Computer Engineering, Ottawa, ON  K1S 5B6, Canada; Tampere University, The Department of Electrical Engineering, Tampere, 33101, Finland; Mohammed V. University, Ensias College of Engineering, Rabat, 10000, Morocco","Kishore, R., The National Institute of Engineering, Department of Electronics and Communication, Mysore, 570008, India; Gurugopinath, S., Pes University, Department of Electronics and Communication Engineering, Bengaluru, 560085, India; Bariah, L., The Technology Innovation Institute, Abu Dhabi, 9639, United Arab Emirates; Muhaidat, S., Khalifa University, Center for Cyber-Physical Systems, The Department of Electrical and Computer Engineering, Abu Dhabi, 127788, United Arab Emirates, Carleton University, The Department of Systems and Computer Engineering, Ottawa, ON  K1S 5B6, Canada; Sofotasios, P.C., Khalifa University, Center for Cyber-Physical Systems, The Department of Electrical and Computer Engineering, Abu Dhabi, 127788, United Arab Emirates, Tampere University, The Department of Electrical Engineering, Tampere, 33101, Finland; Bouanani, F.E., Mohammed V. University, Ensias College of Engineering, Rabat, 10000, Morocco; Yanikomeroglu, H., Carleton University, The Department of Systems and Computer Engineering, Ottawa, ON  K1S 5B6, Canada","Non-orthogonal multiple access (NOMA) was identified as a technology enabler for the fifth generation and beyond networks, due to the prominent advantages achieved when integrating NOMA with other wireless technologies. In this article, we investigate the interplay between NOMA and generalized space shift keying (GSSK) in a hybrid NOMA-GSSK (N-GSSK) network. Specifically, we provide a comprehensive analytical framework and propose a novel energy-based N-GSSK detector for the reliable realization of N-GSSK systems. The proposed receiver is energy-efficient and enjoys low complexity, as it exploits the energy of the received signals and does not require the knowledge of NOMA signals. To quantify its efficiency, we further investigate the performance of the proposed detector in terms of pairwise error probability, bit error rate union bound, and achievable rate. The accuracy of the developed mathematical framework is corroborated through Monte-Carlo simulations, which show that N-GSSK outperforms conventional NOMA and GSSK, particularly in terms of spectral efficiency. © 2020 IEEE.",Achievable rate; energy-efficient detection; error rate; generalized space shift keying; non-orthogonal multiple access (NOMA); pairwise error probability (PEP); spectral efficiency,Bit error rate; Block codes; Energy efficiency; Error detection; Intelligent systems; MIMO systems; Monte Carlo methods; Spectrum efficiency; Trellis codes; Achievable rate; Bit-error rate; Efficient detection; Energy efficient; Energy-efficient detection; Error rate; Generalized space shift keying; Multiple access; Non-orthogonal; Non-orthogonal multiple access; Pairwise error probability; Shift keying; Space shift; Spectral efficiencies; Transmitting antenna; Antennas,,,,,,,,,,,,,,,,,,,"Muhaidat, S.; Khalifa University, United Arab Emirates; email: muhaidat@ieee.org",,Institute of Electrical and Electronics Engineers Inc.,26441330,,,,English,IEEE Open J. Veh. Technol.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85163432975
"Roy P., Bidare P., Bharadwaj P., Manikandan J.",58069036400;58285372700;58068830000;58861149000;,Design of a Real-Time GAN based Speech Recognizer for Consumer Electronics,2023,"6th International Conference on Inventive Computation Technologies, ICICT 2023 - Proceedings",,,,1476,1480,,,10.1109/ICICT57646.2023.10134295,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163420781&doi=10.1109%2fICICT57646.2023.10134295&partnerID=40&md5=51b59030f652740a65b049d4910af515,"Department of CORI, ECE, PES University, Bengaluru, India","Roy, P., Department of CORI, ECE, PES University, Bengaluru, India; Bidare, P., Department of CORI, ECE, PES University, Bengaluru, India; Bharadwaj, P., Department of CORI, ECE, PES University, Bengaluru, India; Manikandan, J., Department of CORI, ECE, PES University, Bengaluru, India","Modern consumer electronics including automotive electronics, televisions, microwave ovens, music systems, refrigerators with speech controlled features and hands-free operation have spearheaded research in designing smart electronic devices for consumers. Real-time speech recognizer is the main module for these systems and a lot of research is in progress with the design of real-time speech recognizers with a quicker recognition time being consideredas one of the challenges. Generative Adversarial Networks (GAN) are mainly usedwith two dimensional signalssuch as image for applications such as recognition, synthesis, translation etc. In this paper, an attempt is made to design and evaluate a realtime GAN based pattern recognizerforone-dimensionalspeech signal. In order to achieve this, the one-dimensional speech signal is first converted into a two dimensional spectrogram and fed to the GAN model for recognition. The proposed speech recognizer yielded a maximum recognition accuracy of 100% with a recognition time of 49.10ms per word. The proposed work can be easily employed to design various smart consumer electronics. © 2023 IEEE.",Consumer Electronics; Generative Adversarial Networks; Speech Recognition,Generative adversarial networks; Real time systems; Electronics devices; Hand-free operations; Main module; Network-based; One-dimensional; Real- time; Recognition time; Smart electronics; Speech recognizer; Two-dimensional; Speech recognition,,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Inven. Comput. Technol., ICICT - Proc.",Conference Paper,Final,,Scopus,2-s2.0-85163420781,,,,,,,
"Usha Priya S., Ganesh Tarun S.R., Shamitha S., Rao A.S., Badri Prasad V.R.",58395930800;58395142900;58065367400;57478442200;57216780739;,Multi Modal Smart Diagnosis of Pulmonary Diseases,2023,"2023 International Conference on Advancement in Computation and Computer Technologies, InCACCT 2023",,,,33,40,,,10.1109/InCACCT57535.2023.10141833,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163411246&doi=10.1109%2fInCACCT57535.2023.10141833&partnerID=40&md5=465b7bd3d36ec47a62feb7ce67abeaed,"Computer Science PES University, Bangalore, India","Usha Priya, S., Computer Science PES University, Bangalore, India; Ganesh Tarun, S.R., Computer Science PES University, Bangalore, India; Shamitha, S., Computer Science PES University, Bangalore, India; Rao, A.S., Computer Science PES University, Bangalore, India; Badri Prasad, V.R., Computer Science PES University, Bangalore, India","Health is an outfit that looks different on everybody. Lively health and factors on their counterpart have diseases and cures. There is a wide range of ailments, some of them being chronic and requiring timely treatment. On the grounds of the human body segments different maladies such as coronary, pulmonary, neurological disorders, and many more can be caused. Pulmonary diseases affect the lungs causing obstruction in the airflow. Pulmonary illness requires continuous monitoring of the victim under the supervision of a medical expert for a reasonable duration in order for it to be cured. Contacting the medical practitioner will not always be within boundaries of reach and timely, therefore there is a need for computerization and mechanizing the Screening Process of Pulmonary diseases namely covid, lung cancer, pneumonia, and tuberculosis(TB), and providing a pre-consult notice to the sufferer. Techs such as machine learning(ML) and deep learning(DL), mainly autoencoders(AE) along with flask to support a web interface are used. The research is distinct for it takes into consideration four different diseases and draws conclusions based on symptoms and medical scans. KNeighbors(KNN) model on symptoms gave a test accuracy of around ninety-four percent. AE on computed tomography(CT) scan and chest X-ray(CXR) has a test accuracy of about eighty-eight and ninety-two percent respectively. © 2023 IEEE.",Auto-Encoders; Chest X-Ray; Computed Tomography Scan; Covid; Deep Learning; Image Classification; K Nearest Neighbors; Lung Cancer; Multi-modal; Pneumonia; Questionnaires; Screening Test; Symptoms; Tuberculosis,Biological organs; Computer aided diagnosis; Computerized tomography; Curing; Image classification; Pulmonary diseases; Signal encoding; Auto encoders; Chest X-ray; Computed tomography scan; Covid; Deep learning; Images classification; K near neighbor; Lung Cancer; Multi-modal; Nearest-neighbour; Pneumonia; Questionnaire; Screening tests; Symptom; Tuberculosis; Deep learning,,,,,,,,,,,,"Usha Priya, S.; Computer Science PES UniversityIndia; email: ushapriya525@gmail.com",Kumar R.Kumar R.Gupta M.Gupta M.Srivastava R.Srivastava R.,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Adv. Comput. Comput. Technol., InCACCT",Conference Paper,Final,,Scopus,2-s2.0-85163411246,,,,,,,
"Aishwarya R., Pavitra K., Miranda P.V., Keerthana K., Kamatchi Priya L.",58731607300;58394383300;58397504700;58654209300;56644780300;,Parkinson's Disease Prediction using Fisher Score based Recursive Feature Elimination,2023,"2023 International Conference on Advancement in Computation and Computer Technologies, InCACCT 2023",,,,807,814,,,10.1109/InCACCT57535.2023.10141768,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163391509&doi=10.1109%2fInCACCT57535.2023.10141768&partnerID=40&md5=8fa811389e61fd852245cbe21212fbc0,"PES University, Dept. of Computer Science Engineering, Bengaluru, India","Aishwarya, R., PES University, Dept. of Computer Science Engineering, Bengaluru, India; Pavitra, K., PES University, Dept. of Computer Science Engineering, Bengaluru, India; Miranda, P.V., PES University, Dept. of Computer Science Engineering, Bengaluru, India; Keerthana, K., PES University, Dept. of Computer Science Engineering, Bengaluru, India; Kamatchi Priya, L., PES University, Dept. of Computer Science Engineering, Bengaluru, India","Parkinson's disease is a neurological syndrome that manifests slowly and gradually, making it difficult to diagnose at an early stage. Voice alterations can be used as a detectable marker of early detection. The Synthetic Minority Oversampling Technique (SMOTE) is employed to address class imbalance issues in the datasets. For optimal feature selection, a novel approach called Fisher Score based Recursive Feature Elimination (FRFE) is proposed, and it is compared with state of art feature selection methods namely Correlation Coefficient, Mutual Information, Backward Feature Elimination, and Recursive Feature Elimination. The performance of models was evaluated across different classifiers using two voice datasets, with different features so as to confirm that FRFE works for any dataset irrespective of features. The FRFE performs better than the state of methods of comparison in terms of accuracy and variance. © 2023 IEEE.",Fisher Score Based Recursive Feature Elimination; Light GBM; Parkinson's Disease; SMOTE; Variance Score,Classification (of information); Correlation methods; Feature Selection; Class imbalance; Feature selection methods; Fisher score; Fisher score based recursive feature elimination; Light GBM; Optimal feature selections; Parkinson's disease; Recursive feature elimination; Synthetic minority over-sampling techniques; Variance score; Neurodegenerative diseases,,,,,,,,,,,,"Aishwarya, R.; PES University, India; email: pes2ug19cs322@pesu.pes.edu",Kumar R.Kumar R.Gupta M.Gupta M.Srivastava R.Srivastava R.,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Adv. Comput. Comput. Technol., InCACCT",Conference Paper,Final,,Scopus,2-s2.0-85163391509,,,,,,,
"Ravish R., Rangaswamy S., V A., U V.",57205446399;35293507700;58398420800;58398420900;,User preference-based intelligent road route recommendation using SARSA and dynamic programming,2023,Journal of Control and Decision,10,3,,443,453,,,10.1080/23307706.2022.2096705,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163353136&doi=10.1080%2f23307706.2022.2096705&partnerID=40&md5=7a1c1bec1b27ef1693c8c098b4b52b15,"PES University, Bengaluru, India; Rashtreeya Vidyalaya College of Engineering, Bengaluru, India","Ravish, R., PES University, Bengaluru, India; Rangaswamy, S., Rashtreeya Vidyalaya College of Engineering, Bengaluru, India; V, A., Rashtreeya Vidyalaya College of Engineering, Bengaluru, India; U, V., Rashtreeya Vidyalaya College of Engineering, Bengaluru, India","Traffic congestion is one of the main challenges in transportation engineering. It directly impacts the economy by increasing travel time and affecting the environment by excessive fuel consumption and emission. Road route recommendation to overcome the congestion by alternative route suggestions has gained high importance. The existing route recommendation systems are proposed using the reinforcement learning algorithm (Q-learning). The techniques suggested in this paper are state-action-reward-state-action (SARSA) algorithm and dynamic programming (DP) to guide the commuters to reach the destination with an optimal solution. The algorithm considers travel time, cost, flexibility, and traffic intensity as the user preference attributes to recommend an optimal route. The recommended system is implemented by building a road network graph. We assign values to each user preference attribute along the edges, which can take high(1) or low(0) values. By considering these values, the system recommends the route. The proposed system performance is evaluated based on computation time, cumulative reward, and accuracy. The results show that DP outperforms the SARSA algorithm. © 2022 Northeastern University, China.",dynamic programming; Intelligent transport system; machine learning techniques in ITS; route guidance system; SARSA algorithm; travel time prediction; traveller information system,Fuel economy; Information use; Intelligent systems; Learning algorithms; Motor transportation; Reinforcement learning; Roads and streets; Traffic congestion; Travel time; Intelligent transport; Intelligent transport system; Machine learning technique in ITS; Machine learning techniques; Route guidance systems; State-action-reward-state-action algorithm; Transport systems; Travel time prediction; Traveller information systems; User's preferences; Dynamic programming,,,,,,,,,,,,"Ravish, R.; PES UniversityIndia; email: rooparavish@pes.edu",,Taylor and Francis Ltd.,23307706,,,,English,J. Control and Decis.,Article,Final,,Scopus,2-s2.0-85163353136,,,,,,,
"Kygonahalli P.A., Deshpande P.V., Hegde A., Sasikumar P., Gupta A., Sharma P., Manikandan J.",58397475500;58394359600;57543332300;58397475600;58068830100;56727192000;58861149000;,Design and Implementation of Real-Time Fire Segmentation Algorithm on PYNQ Z2 FPGA,2023,Proceedings of the IEEE International Conference on Industrial Technology,2023-April,,,,,,,10.1109/ICIT58465.2023.10143090,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163346783&doi=10.1109%2fICIT58465.2023.10143090&partnerID=40&md5=194170901f8634b41fc9bea1e7bee999,"Pes University, Department of Ece and Cori, Bangalore, India; Space Applications Centre, Isro, Human Space Flight Technology, Ahmedabad, India","Kygonahalli, P.A., Pes University, Department of Ece and Cori, Bangalore, India; Deshpande, P.V., Pes University, Department of Ece and Cori, Bangalore, India; Hegde, A., Pes University, Department of Ece and Cori, Bangalore, India; Sasikumar, P., Pes University, Department of Ece and Cori, Bangalore, India; Gupta, A., Space Applications Centre, Isro, Human Space Flight Technology, Ahmedabad, India; Sharma, P., Space Applications Centre, Isro, Human Space Flight Technology, Ahmedabad, India; Manikandan, J., Pes University, Department of Ece and Cori, Bangalore, India","Field Programmable Gate Arrays (FPGA) are being employed for various hardware designs required for aerospace, autonomous vehicles, industries, defence, biomedical applications and many more. Fire detection has always been of utmost significance and early detection prevents loss of life and damage to property. Similarly, Machine Learning (ML) is being employed almost everywhere. In this paper, an attempt is made to design a real-time fire segmentation system for fire detection using an FPGA and hardware Machine Learning accelerator from Tensil. The proposed design is implemented and evaluated on a Xilinx Zynq 7000 FPGA based PYNQ Z2 evaluation board. Details about the design flow of proposed work is reported in this paper, followed by experimental results. Several models were designed, implemented on hardware and their performances are compared and reported in the paper. It is observed that the best response time of the proposed model is 0.63 seconds with 2.199W power consumption. The proposed work can be employed for various other applications and generalizes the procedure for deploying an ML model at the edge on an FPGA. © 2023 IEEE.",Fire Detection; FPGA; Hardware Acceleration; Segmentation; Tensil,Damage detection; Field programmable gate arrays (FPGA); Fire detectors; Fires; Integrated circuit design; Medical applications; Field programmable gate array; Field programmables; Fire detection; Fire segmentations; Hardware acceleration; Machine-learning; Programmable gate array; Real- time; Segmentation; Tensil; Machine learning,,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,85RSA,,English,Proc IEEE Int Conf Ind Technol,Conference Paper,Final,,Scopus,2-s2.0-85163346783,,,,,,,
"Uppal A., Maitreyi P., Mamatha H.R., Jamuna",57208442154;57211558442;54906688100;57992132800;,RePI: Research Paper Impact Analysis,2023,Lecture Notes in Networks and Systems,646 LNNS,,,206,216,,,10.1007/978-3-031-27440-4_20,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163328243&doi=10.1007%2f978-3-031-27440-4_20&partnerID=40&md5=0a30c2c66f95b6cd5f0485f0e715eb12,"Department of Computer Science and Engineering, PES University, Bangalore, India","Uppal, A., Department of Computer Science and Engineering, PES University, Bangalore, India; Maitreyi, P., Department of Computer Science and Engineering, PES University, Bangalore, India; Mamatha, H.R., Department of Computer Science and Engineering, PES University, Bangalore, India; Jamuna, Department of Computer Science and Engineering, PES University, Bangalore, India","The purpose of this study is to analyze the impact a Research Paper has on other Research Papers which cite it. It can be used by students and researchers to understand a domain and the reach of their work. The method of studying the relevance by reading all citing documents is time-consuming. RePI provides a web-based tool to visualize the key aspects of a paper. It makes use of NLP to extract keywords and APIs to analyze metadata such as the number of cited papers, influential citation count, year of publication, etc. This data can be obtained by a unique identifier for the Research Paper such as a DOI number, etc. RePI also introduces the concept of Impact Metric Ratio which quantifies the Paper’s relevance. It is extrapolated using the influential citation count and makes it easy to compare the papers efficiently. Current methodologies provide techniques to measure journal impact very well, but Research Paper Impact Analysis has scope for further research. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Impact Metric Ratio; Keyword Extraction; Research Paper Analysis; Semantic Scholar API,Application programming interfaces (API); Cited papers; Impact analysis; Impact metric; Impact metric ratio; Keywords extraction; Paper analysis; Research paper analyse; Research papers; Semantic scholar API; Web-based tools; Semantics,,,,,,,,,,,,"Uppal, A.; Department of Computer Science and Engineering, India; email: 2712ananya@gmail.com",Abraham A.Abraham A.Pllana S.Casalino G.Ma K.Bajaj A.,Springer Science and Business Media Deutschland GmbH,23673370,9.78303E+12,,,English,Lect. Notes Networks Syst.,Conference Paper,Final,,Scopus,2-s2.0-85163328243,,,,,,,
"Esha H., Hadimani B.S., Devika S.P., Shanthala P.T., Bhavana R.",58395901300;58393554900;58560978800;58395117600;58399024200;,IoT Botnet Creation and Detection using Machine Learning,2023,"2023 International Conference on Advancement in Computation and Computer Technologies, InCACCT 2023",,,,123,128,,,10.1109/InCACCT57535.2023.10141717,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85163309302&doi=10.1109%2fInCACCT57535.2023.10141717&partnerID=40&md5=68fdc75d820c7f1bfe261e4dd8107ee2,"Pes University, CSE Dept., Bengaluru, India","Esha, H., Pes University, CSE Dept., Bengaluru, India; Hadimani, B.S., Pes University, CSE Dept., Bengaluru, India; Devika, S.P., Pes University, CSE Dept., Bengaluru, India; Shanthala, P.T., Pes University, CSE Dept., Bengaluru, India; Bhavana, R., Pes University, CSE Dept., Bengaluru, India","According to ethical hacking specialists, malware has been present in online environments for a very long time. More malware is being disseminated online as new technology is developed. The prevalence of botnets has increased. Infected software first creates a botnet before spreading the bot throughout a network. A botnet is employed in scenarios with infected massive computers. Ethical hacking instructors issue a warning due to the botnet's ability to infect vast numbers of computers. Cybersecurity is increasingly relying on botnets. Botnets attack the vast majority of enterprises. To tackle this issue, researchers began to use machine learning (ML).We give a quick review of the various machine learning (ML) techniques used in botnet identification in this study. This paper's main goal is to undertake various malware analysis to build our botnet, analyze it using a packet-capturing tool, and further validate our machine-learning models utilizing the botnet. To develop reliable and effective real-Time online detection and mitigation systems as well as more reliable models, a comprehensive knowledge of these functions is essential. © 2023 IEEE.",attacker machine; botnet; cybersecurity; IoT; machine learning; packet capture; target machine,Botnet; Cybersecurity; Ethical technology; Internet of things; Malware; Online systems; Personal computing; Attacker machine; Botnets; Cyber security; IoT; Machine learning techniques; Machine-learning; Malwares; Online environments; Packet capture; Target machines; Machine learning,,,,,,,,,,,,"Esha, H.; Pes University, India; email: Eshah2705@gmail.com",Kumar R.Kumar R.Gupta M.Gupta M.Srivastava R.Srivastava R.,Institute of Electrical and Electronics Engineers Inc.,,9.79835E+12,,,English,"Int. Conf. Adv. Comput. Comput. Technol., InCACCT",Conference Paper,Final,,Scopus,2-s2.0-85163309302,,,,,,,
